vote_intention,consider_trump,not_trump,primary_party,education,state,race,gender,age_group
Yes,Yes,Yes,Democratic,Some college,TX,Other,Male,30-49
Yes,No,Other,Democratic,College degree,CA,Other,Male,30-49
Yes,Yes,Other,Other,High school or less,WA,White,Male,18-29
Yes,No,Other,Democratic,College degree,CA,Other,Female,18-29
Yes,No,Other,Democratic,Some college,NJ,Other,Female,30-49
Yes,No,Other,Democratic,Postgrad,MA,White,Male,18-29
No,Yes,No,Republican,High school or less,KY,White,Female,18-29
Yes,No,Other,Democratic,Some college,PA,White,Female,30-49
Yes,No,Other,Other,College degree,ME,White,Female,30-49
Yes,No,Other,Democratic,High school or less,TX,White,Male,70+
Yes,No,Other,Other,Some college,LA,Other,Female,18-29
Yes,Yes,Other,Other,Postgrad,AK,White,Female,50-69
Yes,No,Other,Other,High school or less,TN,White,Male,30-49
Yes,No,Other,Democratic,High school or less,NC,Asian,Male,18-29
Other,Other,Other,Democratic,Some college,PA,Asian,Female,18-29
Yes,No,Other,Other,Some college,CA,American Indian,Female,50-69
Yes,No,Other,Democratic,High school or less,TX,Black,Female,18-29
Yes,No,Other,Republican,Some college,NV,White,Female,18-29
Yes,Yes,Other,Republican,Postgrad,FL,White,Male,50-69
Yes,No,Other,Democratic,College degree,IL,White,Female,30-49
Yes,Yes,No,Republican,Some college,FL,White,Male,70+
No,No,Other,Other,Some college,CA,Other,Female,30-49
Yes,No,Other,Democratic,Some college,GA,Black,Female,30-49
Yes,No,Other,Republican,High school or less,GA,Black,Male,18-29
Yes,No,Other,Republican,College degree,TX,White,Male,30-49
No,No,Other,Other,Postgrad,AR,White,Male,30-49
Yes,No,Other,Democratic,Some college,PA,Black,Female,30-49
Yes,No,Other,Other,Some college,OH,White,Female,30-49
Yes,Yes,No,Republican,College degree,NM,Other,Female,18-29
Other,No,Other,Other,College degree,IN,White,Female,30-49
No,Yes,Yes,Other,High school or less,FL,Other,Female,18-29
Yes,No,Other,Democratic,Some college,NY,Black,Male,30-49
Yes,Yes,No,Democratic,Some college,OK,White,Male,50-69
Yes,Yes,Yes,Republican,College degree,FL,White,Male,30-49
Yes,Yes,No,Republican,Some college,LA,White,Female,30-49
Other,Other,Other,Other,Some college,NY,Asian,Female,30-49
Yes,Yes,No,Republican,Some college,WI,White,Female,30-49
Other,Other,No,Republican,Postgrad,NY,White,Female,18-29
Yes,No,Other,Democratic,High school or less,CA,Other,Male,18-29
Yes,No,Other,Other,Postgrad,NY,White,Female,30-49
Other,No,Other,Other,Some college,CA,White,Male,18-29
Other,Other,Other,Other,Some college,TX,Black,Female,30-49
Yes,No,Other,Democratic,Some college,RI,Black,Female,50-69
Yes,Yes,Yes,Republican,College degree,NC,White,Female,30-49
Yes,No,Other,Democratic,College degree,WA,Black,Male,30-49
Yes,No,Other,Democratic,Some college,FL,Other,Male,50-69
No,Other,Other,Other,Some college,TN,White,Female,30-49
Yes,Other,Yes,Other,Postgrad,OH,White,Female,30-49
Yes,No,Other,Democratic,Some college,WI,White,Female,18-29
Other,No,Other,Other,High school or less,TX,White,Female,30-49
No,No,Other,Other,High school or less,NE,White,Male,30-49
Yes,No,Other,Other,High school or less,IL,White,Female,18-29
Yes,No,Other,Other,Some college,MD,White,Female,30-49
Yes,Other,Other,Other,Some college,CA,White,Male,30-49
Yes,Yes,Other,Republican,Some college,NE,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,NY,Black,Male,50-69
Other,Yes,Other,Other,College degree,FL,White,Male,50-69
Other,Other,Yes,Republican,Some college,TX,White,Female,18-29
Yes,No,Other,Democratic,Some college,MD,Black,Female,30-49
Yes,No,Other,Democratic,Some college,MA,White,Female,30-49
Yes,No,Other,Democratic,College degree,FL,Black,Female,30-49
Yes,No,Other,Other,Some college,NJ,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,MN,White,Male,30-49
Yes,Yes,No,Republican,Postgrad,GA,White,Female,30-49
Yes,Yes,Other,Other,High school or less,MO,White,Female,30-49
Yes,No,Other,Democratic,Some college,TX,Other,Female,30-49
Yes,Other,Yes,Republican,Postgrad,WI,White,Female,18-29
Yes,No,Other,Democratic,College degree,GA,White,Male,30-49
Yes,Yes,Other,Republican,Some college,WI,White,Female,30-49
Yes,No,Other,Democratic,Some college,GA,Black,Female,50-69
Yes,Yes,No,Other,Some college,AZ,White,Female,30-49
Yes,No,Other,Democratic,Some college,TX,White,Male,30-49
Yes,Other,Other,Democratic,High school or less,OR,White,Female,70+
Other,Other,Other,Other,Some college,TX,White,Female,30-49
Yes,No,Other,Democratic,Some college,SC,Other,Male,30-49
Yes,Other,Yes,Republican,High school or less,NY,White,Male,30-49
Yes,Yes,No,Republican,High school or less,KY,White,Female,30-49
Yes,No,Other,Democratic,Some college,MA,White,Female,30-49
Yes,Yes,No,Other,Some college,WI,White,Male,50-69
Yes,Other,Other,Other,Some college,OK,White,Male,30-49
Yes,No,Other,Democratic,Some college,PA,White,Male,50-69
Yes,No,Other,Other,Some college,NH,White,Female,30-49
Other,Other,Other,Other,Some college,OH,White,Female,30-49
Other,No,Other,Other,Some college,CA,Black,Male,18-29
Other,No,Other,Other,Some college,AZ,American Indian,Female,30-49
Yes,No,Other,Other,High school or less,CA,White,Male,30-49
Yes,No,Other,Democratic,College degree,WI,White,Female,30-49
Other,Other,Other,Other,High school or less,FL,White,Female,30-49
Yes,Yes,Yes,Other,College degree,TX,White,Male,30-49
Other,No,Other,Democratic,High school or less,IA,White,Male,30-49
Other,No,Other,Democratic,Postgrad,NH,White,Female,18-29
Other,Yes,Yes,Other,Some college,TX,White,Male,30-49
Yes,Yes,No,Republican,Some college,OH,White,Female,30-49
Yes,Other,Yes,Other,Some college,AZ,White,Male,30-49
Other,Yes,Yes,Other,High school or less,DE,White,Female,30-49
Other,No,Other,Other,Some college,MI,Black,Male,30-49
Yes,Yes,No,Republican,Some college,WI,White,Female,30-49
Yes,No,Other,Other,Some college,FL,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,WV,White,Female,50-69
Yes,No,Other,Other,High school or less,OH,Other,Male,18-29
Yes,No,Other,Democratic,High school or less,GA,Other,Female,30-49
Yes,No,Other,Democratic,Some college,NC,White,Female,30-49
Yes,Yes,No,Republican,College degree,MO,White,Female,50-69
No,No,Other,Democratic,Some college,TX,Black,Male,30-49
Yes,No,Other,Democratic,Some college,KY,White,Male,50-69
Yes,Yes,No,Other,Some college,TN,Black,Male,18-29
Yes,No,Other,Democratic,High school or less,CA,Black,Female,50-69
Yes,No,Other,Democratic,Some college,CA,White,Female,30-49
Yes,Yes,Other,Republican,College degree,MI,White,Male,50-69
Other,Yes,No,Republican,High school or less,GA,White,Male,30-49
Yes,No,Other,Democratic,College degree,FL,White,Male,18-29
Yes,No,Other,Democratic,Some college,NC,White,Female,18-29
Yes,No,Other,Democratic,Some college,OR,Black,Female,30-49
Yes,No,Other,Democratic,College degree,CO,White,Female,30-49
Yes,No,Other,Other,Some college,PA,White,Female,30-49
Other,No,Other,Republican,High school or less,KY,White,Female,18-29
Yes,No,Other,Democratic,Some college,NC,American Indian,Female,30-49
Yes,Other,Yes,Other,Some college,ND,White,Female,18-29
Yes,Yes,No,Republican,High school or less,CA,Black,Male,18-29
Yes,Yes,Other,Democratic,Some college,MA,Other,Male,50-69
Yes,No,Other,Democratic,High school or less,OR,Other,Female,18-29
Yes,No,Other,Democratic,College degree,SC,Black,Male,30-49
Yes,No,Other,Other,Some college,NE,White,Female,30-49
Yes,No,Other,Republican,High school or less,TX,White,Female,30-49
Yes,No,Other,Other,College degree,SC,White,Female,30-49
Yes,No,Other,Democratic,High school or less,MD,White,Male,18-29
Yes,No,Other,Democratic,Some college,TX,White,Female,30-49
Yes,No,Other,Other,High school or less,GA,White,Female,30-49
Yes,No,Other,Democratic,High school or less,TX,White,Female,30-49
Yes,Yes,Yes,Other,Some college,NC,White,Female,30-49
Yes,Yes,No,Republican,Some college,TX,White,Male,50-69
Yes,Yes,Other,Republican,College degree,NJ,White,Male,70+
Yes,Yes,No,Other,Some college,NC,White,Male,30-49
Other,No,Other,Other,College degree,NJ,White,Female,30-49
Other,Other,Other,Other,Some college,IN,White,Female,30-49
Yes,No,Other,Other,Some college,TX,White,Female,30-49
Yes,Yes,No,Other,Postgrad,IA,American Indian,Female,50-69
Yes,Yes,Yes,Republican,Postgrad,WI,White,Female,18-29
Yes,Other,Yes,Republican,Some college,FL,White,Male,30-49
Yes,No,Other,Democratic,Some college,TN,White,Female,30-49
Yes,No,Other,Democratic,College degree,WA,American Indian,Female,30-49
Yes,No,Other,Democratic,Some college,PA,White,Male,50-69
Other,Other,Yes,Republican,High school or less,MO,White,Male,18-29
Other,No,Other,Democratic,High school or less,IL,Black,Female,30-49
Yes,No,Other,Democratic,College degree,CA,White,Male,50-69
Yes,No,Other,Democratic,College degree,OH,White,Female,30-49
Other,No,Other,Other,Some college,NC,Black,Female,18-29
Other,No,Other,Other,High school or less,OK,American Indian,Female,30-49
Yes,No,Other,Democratic,College degree,OR,White,Male,70+
Yes,Yes,Other,Republican,College degree,WI,White,Female,30-49
Yes,Yes,Yes,Democratic,Postgrad,CO,White,Male,70+
Yes,No,Other,Democratic,College degree,FL,Black,Female,30-49
Yes,No,Other,Democratic,Some college,OH,White,Male,30-49
Yes,Yes,Yes,Democratic,Some college,WA,White,Female,30-49
Yes,No,Other,Democratic,Some college,SC,White,Female,30-49
Yes,No,Other,Democratic,Some college,OH,Other,Male,30-49
Other,No,Other,Democratic,High school or less,GA,American Indian,Female,18-29
Other,No,Other,Democratic,Some college,CO,White,Male,18-29
Yes,Other,Yes,Other,Postgrad,HI,Asian,Female,30-49
Other,No,Other,Other,High school or less,FL,Other,Male,18-29
Yes,No,Other,Democratic,High school or less,TX,Black,Female,30-49
Yes,Other,Yes,Other,Some college,MI,White,Female,30-49
Other,No,Other,Other,High school or less,OH,White,Female,30-49
Yes,Yes,Yes,Republican,High school or less,CA,Other,Female,30-49
Yes,No,Other,Democratic,High school or less,AZ,Black,Female,30-49
Other,Yes,No,Republican,High school or less,KY,White,Female,30-49
Yes,Yes,Yes,Other,Postgrad,PA,White,Male,30-49
Yes,No,Other,Democratic,High school or less,CA,Other,Female,30-49
Yes,No,Other,Democratic,College degree,PA,White,Female,30-49
Yes,Yes,Other,Other,High school or less,IN,White,Female,30-49
Other,Yes,Other,Other,High school or less,TN,White,Female,30-49
Other,No,Other,Democratic,Some college,NY,White,Male,30-49
Yes,Yes,Other,Other,College degree,AZ,White,Male,30-49
Other,Other,Other,Other,Postgrad,NY,White,Male,30-49
Yes,No,Other,Democratic,College degree,KY,White,Female,30-49
Yes,No,Other,Democratic,High school or less,AL,Black,Female,18-29
Yes,Yes,Other,Republican,College degree,TX,White,Female,30-49
Yes,Yes,Other,Republican,College degree,PA,White,Female,30-49
Yes,No,Other,Democratic,Some college,TN,White,Female,30-49
Yes,No,Other,Other,High school or less,IL,Black,Female,30-49
No,Other,Yes,Other,Some college,CA,White,Female,30-49
Other,Other,Other,Other,High school or less,KY,White,Female,18-29
Yes,Yes,No,Democratic,Some college,OR,White,Male,18-29
Yes,No,Other,Republican,Postgrad,MD,Asian,Male,50-69
Other,No,Other,Other,High school or less,TX,White,Female,30-49
Yes,No,Other,Democratic,High school or less,MS,Black,Female,30-49
No,No,Other,Other,Some college,GA,Black,Female,30-49
Other,Yes,Other,Other,High school or less,TX,White,Male,30-49
Other,No,Other,Democratic,High school or less,LA,Black,Male,18-29
Yes,Yes,No,Republican,College degree,PA,White,Female,30-49
Yes,Yes,Other,Other,Some college,TX,White,Female,30-49
Yes,Other,Other,Republican,Some college,OK,Other,Female,50-69
Yes,No,Other,Other,High school or less,LA,American Indian,Female,30-49
Yes,No,Other,Democratic,College degree,IN,White,Female,30-49
Yes,Yes,Yes,Other,Some college,NM,White,Female,30-49
Yes,Yes,No,Republican,Some college,FL,White,Male,30-49
No,No,Other,Other,Some college,OK,White,Female,30-49
No,No,Other,Other,Some college,TX,White,Female,30-49
Yes,Other,Yes,Other,Some college,FL,White,Female,18-29
Yes,Yes,Yes,Republican,Some college,FL,White,Male,30-49
Yes,No,Other,Democratic,High school or less,CA,Other,Female,18-29
Other,Other,Other,Other,College degree,IN,Asian,Female,30-49
Other,No,Other,Other,Some college,IN,White,Female,30-49
Other,Other,Other,Republican,Some college,TX,Other,Female,30-49
Yes,No,Other,Democratic,College degree,IL,White,Male,70+
Other,No,Other,Other,Some college,AZ,Other,Male,50-69
Yes,Yes,Other,Democratic,College degree,RI,White,Female,50-69
Yes,No,Other,Republican,Postgrad,DE,White,Male,30-49
Other,Other,No,Other,Some college,VA,Black,Female,30-49
Other,No,Other,Other,Some college,WI,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,PA,White,Male,30-49
Other,No,Other,Other,College degree,WA,White,Female,30-49
Yes,No,Other,Democratic,College degree,IN,White,Female,30-49
Yes,Yes,Other,Republican,High school or less,WI,White,Female,18-29
Other,No,Other,Other,Some college,NM,White,Male,30-49
Yes,Yes,Yes,Republican,College degree,WI,White,Female,30-49
Yes,No,Other,Democratic,Some college,TX,Asian,Female,30-49
Yes,No,Other,Democratic,High school or less,TX,Black,Male,18-29
Yes,No,Other,Democratic,College degree,VA,White,Female,18-29
Yes,No,Other,Democratic,College degree,GA,White,Female,18-29
Other,No,Other,Democratic,High school or less,OK,Asian,Female,18-29
Other,Yes,No,Other,Some college,GA,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,PA,White,Male,18-29
Yes,Yes,Yes,Republican,College degree,OK,White,Female,18-29
Yes,No,Other,Democratic,Some college,MN,White,Female,18-29
Other,Yes,No,Republican,High school or less,ME,White,Female,30-49
Yes,Yes,No,Republican,High school or less,NC,White,Female,30-49
Yes,No,Other,Democratic,Some college,WA,White,Female,18-29
Yes,Yes,No,Republican,Some college,GA,White,Female,30-49
Yes,No,Other,Democratic,College degree,LA,Black,Female,30-49
Yes,Yes,Yes,Democratic,Postgrad,FL,White,Male,30-49
No,No,Other,Other,College degree,MI,Black,Female,18-29
Yes,Other,Other,Other,Some college,NE,Black,Female,30-49
Yes,No,Other,Democratic,College degree,NC,Black,Female,50-69
Yes,No,Other,Democratic,Some college,TX,White,Female,30-49
No,Other,Other,Other,Some college,GA,White,Female,30-49
Yes,Yes,No,Republican,Some college,AL,White,Male,30-49
Other,No,Other,Other,Some college,GA,White,Female,50-69
Other,No,Other,Democratic,High school or less,NJ,Black,Male,18-29
Yes,Yes,No,Republican,High school or less,NE,White,Male,50-69
Yes,No,Other,Democratic,College degree,CA,Asian,Male,18-29
Yes,No,Other,Democratic,Some college,IN,White,Female,18-29
Yes,Other,Other,Republican,Some college,OK,White,Female,70+
Yes,No,Other,Democratic,College degree,NC,Black,Male,30-49
Yes,No,Other,Democratic,College degree,TX,White,Female,70+
Yes,Yes,Yes,Democratic,Postgrad,AZ,White,Male,50-69
Yes,Other,Yes,Other,High school or less,WI,White,Male,30-49
Yes,No,Other,Democratic,High school or less,GA,Black,Male,30-49
Yes,No,Other,Democratic,High school or less,KY,White,Female,30-49
Yes,Yes,No,Republican,High school or less,TX,White,Female,70+
Yes,No,Other,Democratic,Postgrad,MI,White,Female,50-69
No,No,Other,Democratic,College degree,MI,Black,Female,50-69
Yes,Other,Other,Republican,High school or less,WA,White,Female,50-69
Yes,Other,Other,Other,High school or less,OH,White,Female,30-49
Yes,Yes,No,Other,High school or less,TX,White,Male,18-29
Yes,No,Other,Democratic,High school or less,WI,White,Female,30-49
Yes,Yes,No,Republican,Some college,TX,White,Female,50-69
Yes,Yes,Yes,Democratic,Postgrad,PA,White,Female,50-69
Yes,Yes,Yes,Other,College degree,MD,White,Female,30-49
Yes,Yes,No,Republican,High school or less,TN,White,Female,50-69
No,No,Other,Other,Some college,PA,White,Female,18-29
Other,Yes,No,Other,High school or less,WV,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,GA,Other,Female,30-49
Yes,Yes,No,Republican,Some college,OR,American Indian,Female,50-69
Yes,Yes,No,Republican,Some college,KY,White,Male,30-49
Yes,Yes,No,Republican,Some college,FL,White,Female,18-29
Yes,Yes,Yes,Democratic,Postgrad,FL,White,Female,30-49
Yes,Yes,Yes,Democratic,Some college,NC,White,Female,30-49
No,Yes,Yes,Democratic,High school or less,FL,Black,Female,18-29
Yes,Yes,Other,Other,Postgrad,MA,White,Female,30-49
Yes,Yes,No,Republican,Some college,GA,White,Female,30-49
Yes,No,Other,Other,Some college,OK,White,Female,30-49
Yes,Yes,Yes,Other,College degree,TX,White,Female,18-29
Yes,Yes,No,Other,High school or less,AZ,White,Female,18-29
Yes,No,Other,Democratic,High school or less,MA,Other,Male,18-29
Yes,No,Other,Democratic,College degree,TX,White,Female,50-69
Yes,No,Other,Other,High school or less,MO,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,DC,Asian,Female,30-49
Yes,Yes,Other,Republican,Postgrad,PA,White,Female,30-49
Yes,No,Other,Other,High school or less,GA,White,Female,18-29
Yes,No,Other,Democratic,Some college,TX,American Indian,Male,50-69
Yes,No,Other,Democratic,College degree,CT,White,Female,30-49
Yes,No,Other,Democratic,College degree,LA,Black,Male,18-29
Yes,No,Other,Democratic,High school or less,MA,White,Female,18-29
Yes,Yes,No,Republican,Some college,CA,White,Female,50-69
Other,Yes,No,Other,High school or less,NY,White,Female,30-49
Yes,No,Other,Other,Some college,NJ,White,Female,30-49
No,No,Other,Other,Some college,NC,Black,Male,30-49
Yes,No,Other,Democratic,College degree,PA,White,Female,30-49
Yes,No,Other,Democratic,Some college,MI,White,Female,18-29
No,Other,Other,Other,High school or less,OK,White,Female,18-29
Other,Other,No,Other,High school or less,CT,Black,Male,30-49
Yes,No,Other,Other,College degree,MI,White,Female,50-69
Yes,Yes,No,Republican,Some college,VA,White,Female,50-69
Yes,No,Other,Democratic,Some college,NC,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,CA,White,Female,30-49
Yes,Yes,Yes,Other,Some college,NY,White,Female,50-69
Yes,Yes,No,Republican,Some college,WI,White,Female,30-49
Yes,No,Other,Democratic,College degree,CA,White,Female,30-49
No,Yes,No,Other,Some college,GA,White,Male,70+
Yes,Yes,No,Republican,High school or less,CO,White,Female,30-49
Yes,Yes,Yes,Republican,Some college,KY,White,Female,18-29
Yes,No,Other,Other,College degree,CO,Other,Female,30-49
Yes,No,Other,Other,Some college,MA,Other,Female,18-29
Yes,Yes,No,Republican,College degree,OH,White,Female,30-49
Yes,No,Other,Democratic,Some college,FL,Black,Male,30-49
Other,No,Other,Other,Some college,FL,White,Female,30-49
Yes,Yes,No,Republican,College degree,IL,White,Female,30-49
Yes,No,Other,Democratic,High school or less,TX,White,Female,18-29
Yes,No,Other,Democratic,Postgrad,CA,Black,Female,30-49
